"","ItemID","classId","buildType","installId","playerName","playerId","timestamp","platform","sessionId","teacherId","type","unit","buildVersion","PlayerpostionX","PlayerpostionZ","PlayerpostionY","CamerarotationX","CamerarotationZ","CamerarotationY","QuestTableF","TasktableF","Scenenames","buildVersion.1","eventDescription.description","eventDescription.name","eventDescription.title"
"1","5c536394e4194c47a14dd404",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1", 90,"2019-01-31 09:07:27","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",-68.125900,   0.4882810,  0.7923591, 9.999940e-01, 0.003488123,0,"U1 - Time to Argue!","78,toppoTalk;78,completeArg","U1,U1_Quest","0.11.141",Planet WAT-247 is not safe for human habitation.,II,Planet is not safe
"2","5c53639ee4194c47a14dd40f",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1", 90,"2019-01-31 09:07:31","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",-68.125900,   0.4882810,  0.7923591, 9.999940e-01, 0.003488123,0,"U1 - Time to Argue!","78,toppoTalk;78,completeArg","U1,U1_Quest","0.11.141",,1,Water evaporates
"3","5c5363c1e4194c47a14dd47c",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1", 90,"2019-01-31 09:08:14","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",-68.125900,   0.4882810,  0.7923591, 9.918948e-01, 0.127062023,0,"U1 - Time to Argue!","78,toppoTalk;78,completeArg","U1,U1_Quest","0.11.141",The planet has land masses and we have observed rainfall.,B,Has landmasses and rainfall
"4","5c5363c1e4194c47a14dd481",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1", 90,"2019-01-31 09:08:15","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",-68.125900,   0.4882810,  0.7923591, 9.918948e-01, 0.127062023,0,"U1 - Time to Argue!","78,toppoTalk;78,completeArg","U1,U1_Quest","0.11.141",The planet has land masses and we have observed rainfall.,B,Has landmasses and rainfall
"5","5c536acfe4194c47a14de81e",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1", 90,"2019-01-31 09:38:18","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",261.883545, 294.2308044, 53.7768593, 1.770836e-01, 0.984195828,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141",,1,
"6","5c536ae8e4194c47a14de869",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1", 90,"2019-01-31 09:38:37","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",261.883545, 294.2308044, 53.7768593, 1.770836e-01, 0.984195828,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141",,1,
"7","5c536af2e4194c47a14de87e",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1", 90,"2019-01-31 09:38:50","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",261.883545, 294.2308044, 53.7768593, 1.770836e-01, 0.984195828,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141",The Western river has the longest length to the ocean.,D,
"8","5c66eb1de4194c47a1588ef1",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1", 90,"2019-02-15 04:38:48","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",616.864136,-228.7518158, 64.6943588, 8.424504e-01, 0.538773775,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline","0.11.141",Evidence is information collected from the environment that supports your claim.,A,Evidence
"9","5c66f8eee4194c47a158aead",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1", 90,"2019-02-15 05:37:46","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141", -9.196222,  49.8427582,-24.0799999, 2.062024e-01, 0.978509367,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,Argue about the Flooded Bunker","49,poster1;49,poster5;49,poster6;46,jasper;50,watershed;50,energy;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests","0.11.141",A reasoning is a scientifically accurate idea that logically connects your claim and evidence.,1,Reasoning
"10","5c536fa7e4194c47a14df186",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2", 91,"2019-01-31 09:58:55","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141", -3.803434, -61.6202774,  0.7776783,-8.433915e-01,-0.537299395,0,"U1 - An Amazing AI","77,checkPoster;77,trialArg","U1,U1_Quest","0.11.141",Evidence is information collected from the environment that supports your claim.,A,Evidence
"11","5c536fa7e4194c47a14df190",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2", 91,"2019-01-31 09:58:58","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141", -3.803434, -61.6202774,  0.7776783,-8.433915e-01,-0.537299395,0,"U1 - An Amazing AI","77,checkPoster;77,trialArg","U1,U1_Quest","0.11.141",The watershed upstream of the Western waterfall is larger than the watershed upstream of the Eastern waterfall.,II,
"12","5c536fb1e4194c47a14df1a3",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2", 91,"2019-01-31 09:59:07","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141", -3.803434, -61.6202774,  0.7776783,-8.433915e-01,-0.537299395,0,"U1 - An Amazing AI","77,checkPoster;77,trialArg","U1,U1_Quest","0.11.141",The watershed upstream of the Eastern waterfall is larger than the watershed upstream of the Western waterfall.,I,
"13","5c537847e4194c47a14e0b26",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2", 91,"2019-01-31 10:35:41","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",259.696960, 296.2352295, 55.3685379, 3.139927e-01, 0.949425399,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141",The Western river has more water moving through its waterfall.,A,
"14","5c537851e4194c47a14e0b49",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2", 91,"2019-01-31 10:35:57","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",259.696960, 296.2352295, 55.3685379, 3.139927e-01, 0.949425399,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141",The Western river has the longest length to the ocean.,D,
"15","5c537865e4194c47a14e0b75",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2", 91,"2019-01-31 10:36:06","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",259.696960, 296.2352295, 55.3685379, 3.139927e-01, 0.949425399,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141",The watershed upstream of the Western waterfall is larger than the watershed upstream of the Eastern waterfall.,II,
"16","5c53786ae4194c47a14e0b9d",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2", 91,"2019-01-31 10:36:18","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",259.696960, 296.2352295, 55.3685379, 3.139927e-01, 0.949425399,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141",The watershed upstream of the Eastern waterfall is larger than the watershed upstream of the Western waterfall.,I,
"17","5c53786ae4194c47a14e0bab",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2", 91,"2019-01-31 10:36:25","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",259.696960, 296.2352295, 55.3685379, 3.139927e-01, 0.949425399,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141",,1,Water evaporates
"18","5c53787ee4194c47a14e0be0",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2", 91,"2019-01-31 10:36:40","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",259.696960, 296.2352295, 55.3685379, 3.139927e-01, 0.949425399,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141",The Western river has the longest length to the ocean.,D,
"19","5c66d3e5e4194c47a15855bc",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2", 91,"2019-02-15 02:59:46","WindowsPlayer",NA,11,"ArgumentationRemoveNodeEvent",0,"0.11.141",617.702148,-229.2542267, 64.5426331, 2.989817e-06, 1.000000000,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline","0.11.141",The Eastern and Western rivers have similar levels of salinity.,C,
